"deviceName","groupName","tagName","address","dataType","scanRateMs","enabled","mqttPublishEnabled","unit","pointCode","accessMode","description"
"ChannelD1101.DeviceD1101","","CCW_RFV_OA_RANK","D0010068","Int16","100","true","false","","D0010068","ReadWrite","CCW  RFV  OA  RANK"
"ChannelD1101.DeviceD1101","","CONICITY","D0010136","Int16","100","true","false","","D0010136","ReadWrite","CONICITY  量(+/-)"
"ChannelD1101.DeviceD1101","","COUPLE","D0010200","Int16","100","true","false","","D0010200","ReadWrite","COUPLE量(gcmcm)"
"ChannelD1101.DeviceD1101","","COUPLE_DEG","D0010202","Int16","100","true","false","","D0010202","ReadWrite","COUPLE角度（deg）"
"ChannelD1101.DeviceD1101","","COUPLE_RANK","D0010203","Int16","100","true","false","","D0010203","ReadWrite","COUPLE RANK"
"ChannelD1101.DeviceD1101","","CW_LFD_KFG","D0010132","Int16","100","true","false","","D0010132","ReadWrite","CW  LFD  量(+/-)"
"ChannelD1101.DeviceD1101","","CW_LFV_10H_DEG","D0010064","Int16","100","true","false","","D0010064","ReadWrite","CW  LFV  10H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_10H_KGF","D0010063","Int16","100","true","false","","D0010063","ReadWrite","CW  LFV  10H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_10H_RANK","D0010065","Int16","100","true","false","","D0010065","ReadWrite","CW  LFV  10H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_1H_DEG","D0010037","Int16","100","true","false","","D0010037","ReadWrite","CW  LFV  1H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_1H_KGF","D0010036","Int16","100","true","false","","D0010036","ReadWrite","CW  LFV  1H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_1H_RANK","D0010038","Int16","100","true","false","","D0010038","ReadWrite","CW  LFV  1H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_2H_DEG","D0010040","Int16","100","true","false","","D0010040","ReadWrite","CW  LFV  2H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_2H_KGF","D0010039","Int16","100","true","false","","D0010039","ReadWrite","CW  LFV  2H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_2H_RANK","D0010041","Int16","100","true","false","","D0010041","ReadWrite","CW  LFV  2H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_3H_DEG","D0010043","Int16","100","true","false","","D0010043","ReadWrite","CW  LFV  3H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_3H_KGF","D0010042","Int16","100","true","false","","D0010042","ReadWrite","CW  LFV  3H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_3H_RANK","D0010044","Int16","100","true","false","","D0010044","ReadWrite","CW  LFV  3H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_4H_DEG","D0010046","Int16","100","true","false","","D0010046","ReadWrite","CW  LFV  4H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_4H_KGF","D0010045","Int16","100","true","false","","D0010045","ReadWrite","CW  LFV  4H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_4H_RANK","D0010047","Int16","100","true","false","","D0010047","ReadWrite","CW  LFV  4H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_5H_DEG","D0010049","Int16","100","true","false","","D0010049","ReadWrite","CW  LFV  5H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_5H_KGF","D0010048","Int16","100","true","false","","D0010048","ReadWrite","CW  LFV  5H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_5H_RANK","D0010050","Int16","100","true","false","","D0010050","ReadWrite","CW  LFV  5H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_6H_DEG","D0010052","Int16","100","true","false","","D0010052","ReadWrite","CW  LFV  6H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_6H_KGF","D0010051","Int16","100","true","false","","D0010051","ReadWrite","CW  LFV  6H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_6H_RANK","D0010053","Int16","100","true","false","","D0010053","ReadWrite","CW  LFV  6H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_7H_DEG","D0010055","Int16","100","true","false","","D0010055","ReadWrite","CW  LFV  7H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_7H_KGF","D0010054","Int16","100","true","false","","D0010054","ReadWrite","CW  LFV  7H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_7H_RANK","D0010056","Int16","100","true","false","","D0010056","ReadWrite","CW  LFV  7H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_8H_DEG","D0010058","Int16","100","true","false","","D0010058","ReadWrite","CW  LFV  8H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_8H_KGF","D0010057","Int16","100","true","false","","D0010057","ReadWrite","CW  LFV  8H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_8H_RANK","D0010059","Int16","100","true","false","","D0010059","ReadWrite","CW  LFV  8H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_9H_DEG","D0010061","Int16","100","true","false","","D0010061","ReadWrite","CW  LFV  9H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_9H_KGF","D0010060","Int16","100","true","false","","D0010060","ReadWrite","CW  LFV  9H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_9H_RANK","D0010062","Int16","100","true","false","","D0010062","ReadWrite","CW  LFV  9H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_OA_DEG","D0010034","Int16","100","true","false","","D0010034","ReadWrite","CW  LFV  OA  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_OA_KGF","D0010033","Int16","100","true","false","","D0010033","ReadWrite","CW  LFV  OA  量"
"ChannelD1101.DeviceD1101","","CW_LFV_OA_RANK","D0010035","Int16","100","true","false","","D0010035","ReadWrite","CW  LFV  OA  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_10H_DEG","D0010031","Int16","100","true","false","","D0010031","ReadWrite","CW  RFV  10H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_10H_KGF","D0010030","Int16","100","true","false","","D0010030","ReadWrite","CW  RFV  10H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_10H_RANK","D0010032","Int16","100","true","false","","D0010032","ReadWrite","CW  RFV  10H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_1H_DEG","D0010004","Int16","100","true","false","","D0010004","ReadWrite","CW  RFV  1H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_1H_KGF","D0010003","Int16","100","true","false","","D0010003","ReadWrite","CW  RFV  1H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_1H_RANK","D0010005","Int16","100","true","false","","D0010005","ReadWrite","CW  RFV  1H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_2H_DEG","D0010007","Int16","100","true","false","","D0010007","ReadWrite","CW  RFV  2H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_2H_KGF","D0010006","Int16","100","true","false","","D0010006","ReadWrite","CW  RFV  2H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_2H_RANK","D0010008","Int16","100","true","false","","D0010008","ReadWrite","CW  RFV  2H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_3H_DEG","D0010010","Int16","100","true","false","","D0010010","ReadWrite","CW  RFV  3H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_3H_KGF","D0010009","Int16","100","true","false","","D0010009","ReadWrite","CW  RFV  3H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_3H_RANK","D0010011","Int16","100","true","false","","D0010011","ReadWrite","CW  RFV  3H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_4H_DEG","D0010013","Int16","100","true","false","","D0010013","ReadWrite","CW  RFV  4H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_4H_KGF","D0010012","Int16","100","true","false","","D0010012","ReadWrite","CW  RFV  4H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_4H_RANK","D0010014","Int16","100","true","false","","D0010014","ReadWrite","CW  RFV  4H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_5H_DEG","D0010016","Int16","100","true","false","","D0010016","ReadWrite","CW  RFV  5H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_5H_KGF","D0010015","Int16","100","true","false","","D0010015","ReadWrite","CW  RFV  5H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_5H_RANK","D0010017","Int16","100","true","false","","D0010017","ReadWrite","CW  RFV  5H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_6H_DEG","D0010019","Int16","100","true","false","","D0010019","ReadWrite","CW  RFV  6H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_6H_KGF","D0010018","Int16","100","true","false","","D0010018","ReadWrite","CW  RFV  6H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_6H_RANK","D0010020","Int16","100","true","false","","D0010020","ReadWrite","CW  RFV  6H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_7H_DEG","D0010022","Int16","100","true","false","","D0010022","ReadWrite","CW  RFV  7H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_7H_KGF","D0010021","Int16","100","true","false","","D0010021","ReadWrite","CW  RFV  7H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_7H_RANK","D0010023","Int16","100","true","false","","D0010023","ReadWrite","CW  RFV  7H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_8H_DEG","D0010025","Int16","100","true","false","","D0010025","ReadWrite","CW  RFV  8H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_8H_KGF","D0010024","Int16","100","true","false","","D0010024","ReadWrite","CW  RFV  8H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_8H_RANK","D0010026","Int16","100","true","false","","D0010026","ReadWrite","CW  RFV  8H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_9H_DEG","D0010028","Int16","100","true","false","","D0010028","ReadWrite","CW  RFV  9H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_9H_KGF","D0010027","Int16","100","true","false","","D0010027","ReadWrite","CW  RFV  9H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_9H_RANK","D0010029","Int16","100","true","false","","D0010029","ReadWrite","CW  RFV  9H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_OA_DEG","D0010001","Int16","100","true","false","","D0010001","ReadWrite","CW  RFV  OA  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_OA_KGF","D0010000","Int16","100","true","false","","D0010000","ReadWrite","CW  RFV  OA  量"
"ChannelD1101.DeviceD1101","","CW_RFV_OA_RANK","D0010002","Int16","100","true","false","","D0010002","ReadWrite","CW  RFV  OA  RANK"
"ChannelD1101.DeviceD1101","","DB_TOTAL_RANK","D0010207","Int16","100","true","false","","D0010207","ReadWrite","DB TOTAL RANK"
"ChannelD1101.DeviceD1101","","LOWER","D0010193","Int16","100","true","false","","D0010193","ReadWrite","LOWER量(g)"
"ChannelD1101.DeviceD1101","","LOWER_DEG","D0010194","Int16","100","true","false","","D0010194","ReadWrite","LOWER 角度  (deg)"
"ChannelD1101.DeviceD1101","","LOWER_RANK","D0010195","Int16","100","true","false","","D0010195","ReadWrite","LOWER RANK"
"ChannelD1101.DeviceD1101","","LROB_1H","D0010150","Int16","100","true","false","","D0010150","ReadWrite","LRO-B 1H 量(0.01mm)"
"ChannelD1101.DeviceD1101","","LROB_BULGE","D0010177","Int16","100","true","false","","D0010177","ReadWrite","LRO-B BULGE 量(0.01mm)"
"ChannelD1101.DeviceD1101","","LROB_DENT","D0010180","Int16","100","true","false","","D0010180","ReadWrite","LRO-B DENT 量(0.01mm)"
"ChannelD1101.DeviceD1101","","LROB_OA","D0010147","Int16","100","true","false","","D0010147","ReadWrite","LRO-B OA 量(0.01mm)"
"ChannelD1101.DeviceD1101","","LROB1H_DEG","D0010151","Int16","100","true","false","","D0010151","ReadWrite","LRO-B 1H 角度(deg)"
"ChannelD1101.DeviceD1101","","LROB1H_RANK","D0010152","Int16","100","true","false","","D0010152","ReadWrite","LRO-B 1H RANK"
"ChannelD1101.DeviceD1101","","LROBBULGE_DEG","D0010178","Int16","100","true","false","","D0010178","ReadWrite","LRO-B BULGE 角度(deg)"
"ChannelD1101.DeviceD1101","","LROBBULGE_RANK","D0010179","Int16","100","true","false","","D0010179","ReadWrite","LRO-B BULGE RANK"
"ChannelD1101.DeviceD1101","","LROBDENT_DEG","D0010181","Int16","100","true","false","","D0010181","ReadWrite","LRO-B DENT 角度(deg)"
"ChannelD1101.DeviceD1101","","LROBDENT_RANK","D0010182","Int16","100","true","false","","D0010182","ReadWrite","LRO-B DENT RANK"
"ChannelD1101.DeviceD1101","","LROBOA_DEG","D0010148","Int16","100","true","false","","D0010148","ReadWrite","LRO-B OA 角度(deg)"
"ChannelD1101.DeviceD1101","","LROBOA_RANK","D0010149","Int16","100","true","false","","D0010149","ReadWrite","LRO-B OA RANK"
"ChannelD1101.DeviceD1101","","LROT_1H","D0010144","Int16","100","true","false","","D0010144","ReadWrite","LRO-T 1H 量(0.01mm)"
"ChannelD1101.DeviceD1101","","LROT_BULGE","D0010171","Int16","100","true","false","","D0010171","ReadWrite","LRO-T BULGE 量(0.01mm)"
"ChannelD1101.DeviceD1101","","LROT_DENT","D0010174","Int16","100","true","false","","D0010174","ReadWrite","LRO-T DENT 量(0.01mm)"
"ChannelD1101.DeviceD1101","","LROT_OA","D0010141","Int16","100","true","false","","D0010141","ReadWrite","LRO-T OA 量(0.01mm)"
"ChannelD1101.DeviceD1101","","LROT1H_DEG","D0010145","Int16","100","true","false","","D0010145","ReadWrite","LRO-T 1H 角度(deg)"
"ChannelD1101.DeviceD1101","","LROT1H_RANK","D0010146","Int16","100","true","false","","D0010146","ReadWrite","LRO-T 1H RANK"
"ChannelD1101.DeviceD1101","","LROTBULGE_DEG","D0010172","Int16","100","true","false","","D0010172","ReadWrite","LRO-T BULGE 角度(deg)"
"ChannelD1101.DeviceD1101","","LROTBULGE_RANK","D0010173","Int16","100","true","false","","D0010173","ReadWrite","LRO-T BULGE RANK"
"ChannelD1101.DeviceD1101","","LROTDENT_DEG","D0010175","Int16","100","true","false","","D0010175","ReadWrite","LRO-T DENT 角度(deg)"
"ChannelD1101.DeviceD1101","","LROTDENT_RANK","D0010176","Int16","100","true","false","","D0010176","ReadWrite","LRO-T DENT RANK"
"ChannelD1101.DeviceD1101","","LROTOA_DEG","D0010142","Int16","100","true","false","","D0010142","ReadWrite","LRO-T OA 角度(deg)"
"ChannelD1101.DeviceD1101","","LROTOA_RANK","D0010143","Int16","100","true","false","","D0010143","ReadWrite","LRO-T OA RANK"
"ChannelD1101.DeviceD1101","","MESAlreadyReadCode","D0005501","Int16","100","true","false","","D0005501","ReadWrite","条码已读，规格已写"
"ChannelD1101.DeviceD1101","","MESAlreadyReadResult","D0005503","Int16","100","true","false","","D0005503","ReadWrite","检验结果已读"
"ChannelD1101.DeviceD1101","","PLY","D0010138","Int16","100","true","false","","D0010138","ReadWrite","PLY  量(+/-)"
"ChannelD1101.DeviceD1101","","ResultBARCODE1","D0005520","Int16","100","true","false","","D0005520","ReadWrite","检验结果条码1"
"ChannelD1101.DeviceD1101","","ResultBARCODE2","D0005521","Int16","100","true","false","","D0005521","ReadWrite","检验结果条码2"
"ChannelD1101.DeviceD1101","","ResultBARCODE3","D0005522","Int16","100","true","false","","D0005522","ReadWrite","检验结果条码3"
"ChannelD1101.DeviceD1101","","ResultBARCODE4","D0005523","Int16","100","true","false","","D0005523","ReadWrite","检验结果条码4"
"ChannelD1101.DeviceD1101","","ResultBARCODE5","D0005524","Int16","100","true","false","","D0005524","ReadWrite","检验结果条码5"
"ChannelD1101.DeviceD1101","","ResultBARCODE6","D0005525","Int16","100","true","false","","D0005525","ReadWrite","检验结果条码6"
"ChannelD1101.DeviceD1101","","ResultBARCODE7","D0005526","Int16","100","true","false","","D0005526","ReadWrite","检验结果条码7"
"ChannelD1101.DeviceD1101","","ResultBARCODE8","D0005527","Int16","100","true","false","","D0005527","ReadWrite","检验结果条码8"
"ChannelD1101.DeviceD1101","","ResultBARCODE9","D0005528","Int16","100","true","false","","D0005528","ReadWrite","检验结果条码9"
"ChannelD1101.DeviceD1101","","RO_TOTAL_RANK","D0010183","Int16","100","true","false","","D0010183","ReadWrite","R/O TOTAL RANK"
"ChannelD1101.DeviceD1101","","RROC_1H","D0010162","Int16","100","true","false","","D0010162","ReadWrite","RRO-C 1H 量(0.01mm)"
"ChannelD1101.DeviceD1101","","RROC_OA","D0010159","Int16","100","true","false","","D0010159","ReadWrite","RRO-C OA 量(0.01mm)"
