"deviceName","groupName","tagName","address","dataType","scanRateMs","enabled","mqttPublishEnabled","unit","pointCode","accessMode","description"
"ChannelD1101.DeviceD1101","","CCW_LFV_10H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_10H_KGF","Int16","100","true","false","","D0010129","ReadWrite","CCW  LFV  10H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_10H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_10H_RANK","Int16","100","true","false","","D0010131","ReadWrite","CCW  LFV  10H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_1H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_1H_DEG","Int16","100","true","false","","D0010103","ReadWrite","CCW  LFV  1H  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_1H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_1H_KGF","Int16","100","true","false","","D0010102","ReadWrite","CCW  LFV  1H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_1H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_1H_RANK","Int16","100","true","false","","D0010104","ReadWrite","CCW  LFV  1H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_2H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_2H_DEG","Int16","100","true","false","","D0010106","ReadWrite","CCW  LFV  2H  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_2H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_2H_KGF","Int16","100","true","false","","D0010105","ReadWrite","CCW  LFV  2H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_2H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_2H_RANK","Int16","100","true","false","","D0010107","ReadWrite","CCW  LFV  2H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_3H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_3H_DEG","Int16","100","true","false","","D0010109","ReadWrite","CCW  LFV  3H  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_3H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_3H_KGF","Int16","100","true","false","","D0010108","ReadWrite","CCW  LFV  3H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_3H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_3H_RANK","Int16","100","true","false","","D0010110","ReadWrite","CCW  LFV  3H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_4H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_4H_DEG","Int16","100","true","false","","D0010112","ReadWrite","CCW  LFV  4H  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_4H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_4H_KGF","Int16","100","true","false","","D0010111","ReadWrite","CCW  LFV  4H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_4H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_4H_RANK","Int16","100","true","false","","D0010113","ReadWrite","CCW  LFV  4H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_5H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_5H_DEG","Int16","100","true","false","","D0010115","ReadWrite","CCW  LFV  5H  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_5H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_5H_KGF","Int16","100","true","false","","D0010114","ReadWrite","CCW  LFV  5H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_5H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_5H_RANK","Int16","100","true","false","","D0010116","ReadWrite","CCW  LFV  5H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_6H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_6H_DEG","Int16","100","true","false","","D0010118","ReadWrite","CCW  LFV  6H  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_6H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_6H_KGF","Int16","100","true","false","","D0010117","ReadWrite","CCW  LFV  6H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_6H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_6H_RANK","Int16","100","true","false","","D0010119","ReadWrite","CCW  LFV  6H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_7H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_7H_DEG","Int16","100","true","false","","D0010121","ReadWrite","CCW  LFV  7H  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_7H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_7H_KGF","Int16","100","true","false","","D0010120","ReadWrite","CCW  LFV  7H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_7H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_7H_RANK","Int16","100","true","false","","D0010122","ReadWrite","CCW  LFV  7H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_8H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_8H_DEG","Int16","100","true","false","","D0010124","ReadWrite","CCW  LFV  8H  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_8H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_8H_KGF","Int16","100","true","false","","D0010123","ReadWrite","CCW  LFV  8H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_8H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_8H_RANK","Int16","100","true","false","","D0010125","ReadWrite","CCW  LFV  8H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_9H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_9H_DEG","Int16","100","true","false","","D0010127","ReadWrite","CCW  LFV  9H  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_9H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_9H_KGF","Int16","100","true","false","","D0010126","ReadWrite","CCW  LFV  9H  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_9H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_9H_RANK","Int16","100","true","false","","D0010128","ReadWrite","CCW  LFV  9H  RANK"
"ChannelD1101.DeviceD1101","","CCW_LFV_OA_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_OA_DEG","Int16","100","true","false","","D0010100","ReadWrite","CCW  LFV  OA  角度"
"ChannelD1101.DeviceD1101","","CCW_LFV_OA_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_OA_KGF","Int16","100","true","false","","D0010099","ReadWrite","CCW  LFV  OA  量"
"ChannelD1101.DeviceD1101","","CCW_LFV_OA_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_LFV_OA_RANK","Int16","100","true","false","","D0010101","ReadWrite","CCW  LFV  OA  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_10H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_10H_DEG","Int16","100","true","false","","D0010097","ReadWrite","CCW  RFV  10H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_10H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_10H_KGF","Int16","100","true","false","","D0010096","ReadWrite","CCW  RFV  10H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_10H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_10H_RANK","Int16","100","true","false","","D0010098","ReadWrite","CCW  RFV  10H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_1H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_1H_DEG","Int16","100","true","false","","D0010070","ReadWrite","CCW  RFV  1H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_1H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_1H_KGF","Int16","100","true","false","","D0010069","ReadWrite","CCW  RFV  1H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_1H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_1H_RANK","Int16","100","true","false","","D0010071","ReadWrite","CCW  RFV  1H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_2H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_2H_DEG","Int16","100","true","false","","D0010073","ReadWrite","CCW  RFV  2H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_2H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_2H_KGF","Int16","100","true","false","","D0010072","ReadWrite","CCW  RFV  2H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_2H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_2H_RANK","Int16","100","true","false","","D0010074","ReadWrite","CCW  RFV  2H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_3H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_3H_DEG","Int16","100","true","false","","D0010076","ReadWrite","CCW  RFV  3H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_3H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_3H_KGF","Int16","100","true","false","","D0010075","ReadWrite","CCW  RFV  3H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_3H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_3H_RANK","Int16","100","true","false","","D0010077","ReadWrite","CCW  RFV  3H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_4H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_4H_DEG","Int16","100","true","false","","D0010079","ReadWrite","CCW  RFV  4H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_4H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_4H_KGF","Int16","100","true","false","","D0010078","ReadWrite","CCW  RFV  4H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_4H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_4H_RANK","Int16","100","true","false","","D0010080","ReadWrite","CCW  RFV  4H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_5H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_5H_DEG","Int16","100","true","false","","D0010082","ReadWrite","CCW  RFV  5H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_5H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_5H_KGF","Int16","100","true","false","","D0010081","ReadWrite","CCW  RFV  5H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_5H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_5H_RANK","Int16","100","true","false","","D0010083","ReadWrite","CCW  RFV  5H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_6H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_6H_DEG","Int16","100","true","false","","D0010085","ReadWrite","CCW  RFV  6H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_6H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_6H_KGF","Int16","100","true","false","","D0010084","ReadWrite","CCW  RFV  6H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_6H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_6H_RANK","Int16","100","true","false","","D0010086","ReadWrite","CCW  RFV  6H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_7H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_7H_DEG","Int16","100","true","false","","D0010088","ReadWrite","CCW  RFV  7H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_7H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_7H_KGF","Int16","100","true","false","","D0010087","ReadWrite","CCW  RFV  7H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_7H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_7H_RANK","Int16","100","true","false","","D0010089","ReadWrite","CCW  RFV  7H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_8H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_8H_DEG","Int16","100","true","false","","D0010091","ReadWrite","CCW  RFV  8H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_8H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_8H_KGF","Int16","100","true","false","","D0010090","ReadWrite","CCW  RFV  8H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_8H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_8H_RANK","Int16","100","true","false","","D0010092","ReadWrite","CCW  RFV  8H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_9H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_9H_DEG","Int16","100","true","false","","D0010094","ReadWrite","CCW  RFV  9H  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_9H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_9H_KGF","Int16","100","true","false","","D0010093","ReadWrite","CCW  RFV  9H  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_9H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_9H_RANK","Int16","100","true","false","","D0010095","ReadWrite","CCW  RFV  9H  RANK"
"ChannelD1101.DeviceD1101","","CCW_RFV_OA_DEG","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_OA_DEG","Int16","100","true","false","","D0010067","ReadWrite","CCW  RFV  OA  角度"
"ChannelD1101.DeviceD1101","","CCW_RFV_OA_KGF","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_OA_KGF","Int16","100","true","false","","D0010066","ReadWrite","CCW  RFV  OA  量"
"ChannelD1101.DeviceD1101","","CCW_RFV_OA_RANK","ns=2;s=ChannelD1101.DeviceD1101.CCW_RFV_OA_RANK","Int16","100","true","false","","D0010068","ReadWrite","CCW  RFV  OA  RANK"
"ChannelD1101.DeviceD1101","","CONICITY","ns=2;s=ChannelD1101.DeviceD1101.CONICITY","Int16","100","true","false","","D0010136","ReadWrite","CONICITY  量(+/-)"
"ChannelD1101.DeviceD1101","","COUPLE","ns=2;s=ChannelD1101.DeviceD1101.COUPLE","Int16","100","true","false","","D0010200","ReadWrite","COUPLE量(gcmcm)"
"ChannelD1101.DeviceD1101","","COUPLE_DEG","ns=2;s=ChannelD1101.DeviceD1101.COUPLE_DEG","Int16","100","true","false","","D0010202","ReadWrite","COUPLE角度（deg）"
"ChannelD1101.DeviceD1101","","COUPLE_RANK","ns=2;s=ChannelD1101.DeviceD1101.COUPLE_RANK","Int16","100","true","false","","D0010203","ReadWrite","COUPLE RANK"
"ChannelD1101.DeviceD1101","","CW_LFD_KFG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFD_KFG","Int16","100","true","false","","D0010132","ReadWrite","CW  LFD  量(+/-)"
"ChannelD1101.DeviceD1101","","CW_LFV_10H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_10H_DEG","Int16","100","true","false","","D0010064","ReadWrite","CW  LFV  10H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_10H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_10H_KGF","Int16","100","true","false","","D0010063","ReadWrite","CW  LFV  10H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_10H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_10H_RANK","Int16","100","true","false","","D0010065","ReadWrite","CW  LFV  10H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_1H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_1H_DEG","Int16","100","true","false","","D0010037","ReadWrite","CW  LFV  1H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_1H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_1H_KGF","Int16","100","true","false","","D0010036","ReadWrite","CW  LFV  1H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_1H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_1H_RANK","Int16","100","true","false","","D0010038","ReadWrite","CW  LFV  1H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_2H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_2H_DEG","Int16","100","true","false","","D0010040","ReadWrite","CW  LFV  2H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_2H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_2H_KGF","Int16","100","true","false","","D0010039","ReadWrite","CW  LFV  2H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_2H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_2H_RANK","Int16","100","true","false","","D0010041","ReadWrite","CW  LFV  2H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_3H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_3H_DEG","Int16","100","true","false","","D0010043","ReadWrite","CW  LFV  3H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_3H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_3H_KGF","Int16","100","true","false","","D0010042","ReadWrite","CW  LFV  3H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_3H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_3H_RANK","Int16","100","true","false","","D0010044","ReadWrite","CW  LFV  3H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_4H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_4H_DEG","Int16","100","true","false","","D0010046","ReadWrite","CW  LFV  4H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_4H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_4H_KGF","Int16","100","true","false","","D0010045","ReadWrite","CW  LFV  4H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_4H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_4H_RANK","Int16","100","true","false","","D0010047","ReadWrite","CW  LFV  4H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_5H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_5H_DEG","Int16","100","true","false","","D0010049","ReadWrite","CW  LFV  5H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_5H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_5H_KGF","Int16","100","true","false","","D0010048","ReadWrite","CW  LFV  5H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_5H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_5H_RANK","Int16","100","true","false","","D0010050","ReadWrite","CW  LFV  5H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_6H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_6H_DEG","Int16","100","true","false","","D0010052","ReadWrite","CW  LFV  6H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_6H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_6H_KGF","Int16","100","true","false","","D0010051","ReadWrite","CW  LFV  6H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_6H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_6H_RANK","Int16","100","true","false","","D0010053","ReadWrite","CW  LFV  6H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_7H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_7H_DEG","Int16","100","true","false","","D0010055","ReadWrite","CW  LFV  7H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_7H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_7H_KGF","Int16","100","true","false","","D0010054","ReadWrite","CW  LFV  7H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_7H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_7H_RANK","Int16","100","true","false","","D0010056","ReadWrite","CW  LFV  7H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_8H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_8H_DEG","Int16","100","true","false","","D0010058","ReadWrite","CW  LFV  8H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_8H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_8H_KGF","Int16","100","true","false","","D0010057","ReadWrite","CW  LFV  8H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_8H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_8H_RANK","Int16","100","true","false","","D0010059","ReadWrite","CW  LFV  8H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_9H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_9H_DEG","Int16","100","true","false","","D0010061","ReadWrite","CW  LFV  9H  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_9H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_9H_KGF","Int16","100","true","false","","D0010060","ReadWrite","CW  LFV  9H  量"
"ChannelD1101.DeviceD1101","","CW_LFV_9H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_9H_RANK","Int16","100","true","false","","D0010062","ReadWrite","CW  LFV  9H  RANK"
"ChannelD1101.DeviceD1101","","CW_LFV_OA_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_OA_DEG","Int16","100","true","false","","D0010034","ReadWrite","CW  LFV  OA  角度"
"ChannelD1101.DeviceD1101","","CW_LFV_OA_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_OA_KGF","Int16","100","true","false","","D0010033","ReadWrite","CW  LFV  OA  量"
"ChannelD1101.DeviceD1101","","CW_LFV_OA_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_LFV_OA_RANK","Int16","100","true","false","","D0010035","ReadWrite","CW  LFV  OA  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_10H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_10H_DEG","Int16","100","true","false","","D0010031","ReadWrite","CW  RFV  10H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_10H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_10H_KGF","Int16","100","true","false","","D0010030","ReadWrite","CW  RFV  10H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_10H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_10H_RANK","Int16","100","true","false","","D0010032","ReadWrite","CW  RFV  10H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_1H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_1H_DEG","Int16","100","true","false","","D0010004","ReadWrite","CW  RFV  1H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_1H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_1H_KGF","Int16","100","true","false","","D0010003","ReadWrite","CW  RFV  1H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_1H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_1H_RANK","Int16","100","true","false","","D0010005","ReadWrite","CW  RFV  1H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_2H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_2H_DEG","Int16","100","true","false","","D0010007","ReadWrite","CW  RFV  2H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_2H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_2H_KGF","Int16","100","true","false","","D0010006","ReadWrite","CW  RFV  2H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_2H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_2H_RANK","Int16","100","true","false","","D0010008","ReadWrite","CW  RFV  2H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_3H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_3H_DEG","Int16","100","true","false","","D0010010","ReadWrite","CW  RFV  3H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_3H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_3H_KGF","Int16","100","true","false","","D0010009","ReadWrite","CW  RFV  3H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_3H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_3H_RANK","Int16","100","true","false","","D0010011","ReadWrite","CW  RFV  3H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_4H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_4H_DEG","Int16","100","true","false","","D0010013","ReadWrite","CW  RFV  4H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_4H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_4H_KGF","Int16","100","true","false","","D0010012","ReadWrite","CW  RFV  4H  量"
"ChannelD1101.DeviceD1101","","CW_RFV_4H_RANK","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_4H_RANK","Int16","100","true","false","","D0010014","ReadWrite","CW  RFV  4H  RANK"
"ChannelD1101.DeviceD1101","","CW_RFV_5H_DEG","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_5H_DEG","Int16","100","true","false","","D0010016","ReadWrite","CW  RFV  5H  角度"
"ChannelD1101.DeviceD1101","","CW_RFV_5H_KGF","ns=2;s=ChannelD1101.DeviceD1101.CW_RFV_5H_KGF","Int16","100","true","false","","D0010015","ReadWrite","CW  RFV  5H  量"
